Individual_number,Species,Locality,Data,Year,Month,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,
1107,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.86,1.92,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1108,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.16,0.99,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1109,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.47,1.31,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1110,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.45,1.73,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1111,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,12.38,0.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1112,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.69,2.56,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1113,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.87,1.09,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1114,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.51,2.77,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1115,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.71,2.18,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1116,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.94,1.92,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1117,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.7,2.58,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1118,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.96,1.84,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1119,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.1,1.65,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1120,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.21,1.48,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1121,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.71,1.2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1122,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.75,1.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1123,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.08,1.07,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1124,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.93,1.44,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1125,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.9,1.48,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1126,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.03,1.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1127,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.2,2.78,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1128,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.66,1.79,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1129,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.91,2.44,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1130,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.6,3.81,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1131,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.81,2.21,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1132,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.25,2.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1133,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.79,2.92,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1134,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.78,1.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1135,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.11,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1136,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.59,2.15,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1137,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.87,2.52,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1138,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.89,1.52,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1139,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.29,1.45,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1140,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.05,1.39,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1141,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.34,1.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1142,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.71,1.37,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1143,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.38,1.36,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1144,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.93,1.02,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1145,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.45,0.9,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1146,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.59,0.99,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1147,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.9,1.38,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1148,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.25,1.34,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1149,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.62,1.98,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1150,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.74,1.72,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1151,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.09,2.15,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1152,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.57,1.76,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1153,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.08,0.69,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1154,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,13.52,0.94,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1155,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.99,1.65,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1156,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.05,1.27,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1157,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.94,1.72,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1158,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.99,2.86,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1159,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.63,1.02,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1160,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.73,1.45,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1161,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.86,1.28,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1162,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.23,1.96,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1163,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.09,1.46,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1164,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.9,1.29,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1165,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.58,2.02,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1166,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.51,1.73,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1167,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.57,1.26,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1168,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.6,1.21,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1169,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.47,1.37,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1170,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.87,1.01,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1171,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.94,0.92,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1172,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.77,0.85,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1173,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.61,1.04,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1174,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.66,1.25,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1175,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.39,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1176,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.68,1.26,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1177,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.83,1.05,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1178,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.59,1.29,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1179,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.41,1.18,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1180,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.22,1.39,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1181,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,14.07,0.97,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1182,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.04,1.68,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
1183,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.95,2.18,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1184,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,21.43,3.9,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1185,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,23.09,4.49,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1186,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,14.86,1.29,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1187,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,23.38,4.6,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1188,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.6,3.05,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1189,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,22.21,4.17,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1190,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,19.44,2.26,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1191,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,21.29,3.63,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1192,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.1,2.9,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1193,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,19.72,3.03,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1194,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.41,3.4,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1195,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,17.94,2.16,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1196,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.68,2.93,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1197,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.88,3.52,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1198,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,23.5,4.47,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1199,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.29,2.3,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1200,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,19.58,2.55,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1201,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,21.08,3.55,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1202,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,16.34,1.59,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1203,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,14.16,0.85,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1204,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,16.78,1.7,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1205,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,19.83,2.66,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1206,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.35,3.48,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1207,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.59,2.19,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1208,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,21.67,3.72,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1209,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,22.05,3.52,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1210,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,22.75,4.24,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1211,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,19.29,2.64,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1212,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.61,2.85,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1213,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.58,3.13,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1214,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.15,1.94,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1215,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.68,2.86,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1216,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.02,3.14,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1217,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.59,2.18,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1218,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,21.02,3.46,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1219,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.7,2.29,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1220,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.92,2.17,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1221,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,14.57,0.9,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1222,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.86,2.17,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1223,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,22.03,3.25,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1224,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,20.32,2.43,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1225,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,19.85,2.76,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1226,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,16.96,1.54,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1227,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,19.73,2.38,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1228,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,17.34,1.63,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1229,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,17.75,1.65,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1230,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,16.11,1.28,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1231,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,16.9,1.47,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1232,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,17.71,1.92,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1233,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,17.82,1.91,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1234,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,13.67,0.82,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1235,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,18.04,1.79,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1236,Phorcus sauciatus,Canary Island,01/08/2017,2017,8,15.78,1.22,Fuerteventura,"28°22'45.7""N","13°51'54.0""W",Full access,Near,
1237,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,19.7,2.33,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1238,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,16.44,1.05,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1239,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,19.77,2.61,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1240,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,20.19,2.54,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1241,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,18.84,1.95,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1242,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,21.31,3.22,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1243,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,17.37,1.37,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1244,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,18.35,1.83,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1245,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,18.98,2.16,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1246,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,19,2.09,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1247,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,17.81,2.1,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1248,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,17.34,1.82,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1249,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,17.85,1.7,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1250,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,17.64,1.73,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1251,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,15.75,1.07,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1252,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,16.84,1.53,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1253,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,14.38,0.93,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1254,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,15.03,0.89,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1255,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,16.69,1.34,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1256,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,16.45,1.21,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1257,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,14.83,0.98,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1258,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,15.47,0.98,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1259,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,15.68,1.01,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1260,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,15.24,1,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1261,Phorcus sauciatus,Canary Island,06/07/2017,2017,7,13.81,0.72,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1262,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,20.24,2.33,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1263,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,23.51,3.74,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1264,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,19.66,2.37,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1265,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,18.48,1.66,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1266,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,20.85,3.06,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1267,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,17.43,1.34,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1268,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.7,1.29,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1269,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,21.41,2.77,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1270,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,18.46,1.84,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1271,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,14.41,0.79,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1272,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.37,1.19,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1273,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,19.47,2.04,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1274,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,18.36,2.02,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1275,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.69,1.31,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1276,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,19.9,2.63,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1277,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.48,1.34,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1278,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,19.71,1.95,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1279,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,15.47,0.92,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1280,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,15.96,1.11,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1281,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,18.23,1.59,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1282,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.05,1.08,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1283,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,18.7,1.65,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1284,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,17.14,1.29,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1285,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.47,1.13,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1286,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,22.18,3.26,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1287,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,15.84,1.07,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1288,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,18.86,2.19,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1289,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,17.98,1.98,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1290,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.79,1.33,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1291,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,14.86,0.94,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
